customer_id,recency,frequency,monetary,R,F,M,rfm_score,rfm_total,age,gender,region,loyalty_tier,avg_order_value,total_orders,online_ratio,avg_discount_used,customer_lifetime_days,category_diversity,gender_enc,region_enc,loyalty_enc,cluster,segment
CUST00489,113,32,25408.0,1,2,3,123,6,26,F,West,Bronze,794.0,32,0.625,0.025,879,5,1,4,0,0,Loyal Customers
CUST00490,7,39,32343.06,4,4,5,445,13,29,F,North,Silver,829.3092307692307,39,0.5384615384615384,0.0205128205128205,970,5,1,2,1,1,Champions
CUST00491,16,27,21692.93,3,1,2,312,6,18,M,North,Silver,803.4418518518519,27,0.6666666666666666,0.0351851851851851,1023,5,0,2,1,0,Loyal Customers
CUST00492,2,44,36037.93,5,5,5,555,15,18,F,West,Bronze,819.0438636363637,44,0.75,0.0227272727272727,1086,5,1,4,0,1,Champions
CUST00493,69,35,25897.19,1,3,3,133,7,64,M,North,Platinum,739.9197142857142,35,0.6285714285714286,0.0185714285714285,1005,5,0,2,3,0,Loyal Customers
CUST00494,5,39,30140.51,5,4,4,544,13,51,F,North,Silver,772.8335897435898,39,0.7692307692307693,0.0269230769230769,1080,5,1,2,1,1,Champions
CUST00495,3,32,28054.73,5,2,4,524,11,49,F,West,Gold,876.7103125,32,0.6875,0.021875,1057,5,1,4,2,1,Champions
CUST00496,68,25,17589.02,1,1,1,111,3,65,M,East,Bronze,703.5608,25,0.84,0.026,1001,5,0,1,0,0,Loyal Customers
CUST00497,25,38,33714.09,2,4,5,245,11,42,M,East,Silver,887.212894736842,38,0.7368421052631579,0.0263157894736842,956,5,0,1,1,1,Champions
CUST00498,20,43,34872.32,3,5,5,355,13,57,Other,South,Gold,810.9841860465116,43,0.6976744186046512,0.027906976744186,1041,5,2,3,2,1,Champions
CUST00499,18,34,26238.62,3,3,3,333,9,62,M,North,Silver,771.7241176470588,34,0.6764705882352942,0.0176470588235294,1000,5,0,2,1,1,Champions
CUST00500,10,38,23781.14,4,4,2,442,10,18,M,West,Silver,625.8194736842105,38,0.7105263157894737,0.0223684210526315,1071,5,0,4,1,0,Loyal Customers
CUST00501,2,45,35376.270000000004,5,5,5,555,15,33,M,North,Bronze,786.1393333333334,45,0.5777777777777777,0.0211111111111111,1062,5,0,2,0,1,Champions
CUST00502,162,30,20754.1,1,1,1,111,3,56,F,Central,Bronze,691.8033333333333,30,0.5666666666666667,0.0216666666666666,926,5,1,0,0,0,Loyal Customers
CUST00503,7,31,31555.4,4,2,5,425,11,22,F,North,Bronze,1017.916129032258,31,0.6451612903225806,0.0177419354838709,1087,5,1,2,0,1,Champions
CUST00504,8,33,19397.85,4,2,1,421,7,39,F,North,Bronze,587.8136363636364,33,0.5151515151515151,0.0242424242424242,1064,5,1,2,0,0,Loyal Customers
CUST00505,20,41,26316.62,3,5,3,353,11,46,M,East,Gold,641.8687804878049,41,0.6829268292682927,0.0390243902439024,1028,5,0,1,2,1,Champions
CUST00506,19,31,20380.66,3,2,1,321,6,20,F,West,Bronze,657.4406451612903,31,0.3548387096774194,0.0387096774193548,1069,5,1,4,0,0,Loyal Customers
CUST00507,11,36,29619.45,4,3,4,434,11,29,M,North,Platinum,822.7625,36,0.5555555555555556,0.0333333333333333,1064,5,0,2,3,1,Champions
CUST00508,40,29,22604.12,1,1,2,112,4,43,F,East,Platinum,779.4524137931035,29,0.6206896551724138,0.0206896551724137,1013,5,1,1,3,0,Loyal Customers
CUST00509,58,39,32112.39,1,4,5,145,10,33,F,South,Bronze,823.3946153846153,39,0.5384615384615384,0.0333333333333333,1031,5,1,3,0,1,Champions
CUST00510,26,31,19381.55,2,2,1,221,5,68,M,East,Bronze,625.2112903225806,31,0.5161290322580645,0.0532258064516129,1070,5,0,1,0,0,Loyal Customers
CUST00511,5,37,23171.53,5,4,2,542,11,54,M,East,Gold,626.2575675675675,37,0.6216216216216216,0.0243243243243243,1078,5,0,1,2,0,Loyal Customers
CUST00512,11,31,18225.62,4,2,1,421,7,39,M,East,Platinum,587.9232258064516,31,0.5483870967741935,0.0274193548387096,1010,5,0,1,3,0,Loyal Customers
CUST00513,28,43,33801.590000000004,2,5,5,255,12,46,M,North,Bronze,786.0834883720931,43,0.5581395348837209,0.0220930232558139,1046,5,0,2,0,1,Champions
CUST00514,51,42,40379.81,1,5,5,155,11,31,M,North,Bronze,961.4240476190477,42,0.5714285714285714,0.025,1011,5,0,2,0,1,Champions
CUST00515,20,29,24819.95,3,1,3,313,7,45,F,South,Silver,855.8603448275862,29,0.5172413793103449,0.0034482758620689,1054,5,1,3,1,0,Loyal Customers
CUST00516,3,34,23810.83,5,3,2,532,10,22,F,Central,Silver,700.3185294117648,34,0.5294117647058824,0.0220588235294117,1072,5,1,0,1,0,Loyal Customers
CUST00517,14,34,28998.36,3,3,4,334,10,64,M,Central,Bronze,852.8929411764706,34,0.5,0.0367647058823529,1049,4,0,0,0,2,Potential Loyalists
CUST00518,7,31,24191.94,4,2,2,422,8,66,M,Central,Silver,780.3851612903226,31,0.5483870967741935,0.0241935483870967,1063,5,0,0,1,0,Loyal Customers
CUST00519,9,40,33584.69,4,4,5,445,13,47,M,South,Bronze,839.61725,40,0.65,0.01875,1038,5,0,3,0,1,Champions
CUST00520,30,35,25479.49,2,3,3,233,8,63,F,Central,Bronze,727.9854285714285,35,0.6285714285714286,0.0328571428571428,981,5,1,0,0,0,Loyal Customers
CUST00521,3,43,31820.97,5,5,5,555,15,69,M,Central,Bronze,740.0225581395349,43,0.5581395348837209,0.0267441860465116,1072,5,0,0,0,1,Champions
CUST00522,34,40,30065.31,2,4,4,244,10,22,F,East,Bronze,751.63275,40,0.625,0.02125,992,5,1,1,0,1,Champions
CUST00523,80,35,29010.69,1,3,4,134,8,29,F,North,Bronze,828.8768571428571,35,0.6857142857142857,0.03,978,5,1,2,0,1,Champions
CUST00524,1,36,32321.44,5,3,5,535,13,33,F,North,Bronze,897.8177777777778,36,0.5277777777777778,0.0194444444444444,1071,5,1,2,0,1,Champions
CUST00525,35,38,25454.58,2,4,3,243,9,43,F,East,Bronze,669.8573684210527,38,0.5526315789473685,0.0289473684210526,1024,5,1,1,0,0,Loyal Customers
CUST00526,19,32,18500.05,3,2,1,321,6,43,M,East,Bronze,578.1265625,32,0.625,0.0234375,1034,5,0,1,0,0,Loyal Customers
CUST00527,1,26,21281.13,5,1,2,512,8,65,F,East,Bronze,818.505,26,0.7307692307692307,0.0288461538461538,1071,4,1,1,0,2,Potential Loyalists
CUST00528,31,33,19984.36,2,2,1,221,5,38,M,North,Platinum,605.5866666666667,33,0.8181818181818182,0.0196969696969697,1061,5,0,2,3,0,Loyal Customers
CUST00529,59,30,22412.5,1,1,2,112,4,56,M,Central,Bronze,747.0833333333334,30,0.6333333333333333,0.015,988,5,0,0,0,0,Loyal Customers
CUST00530,6,37,28065.61,4,4,4,444,12,53,F,East,Bronze,758.53,37,0.6486486486486487,0.0391891891891891,1055,5,1,1,0,1,Champions
CUST00531,6,36,27706.13,4,3,4,434,11,50,F,South,Silver,769.6147222222222,36,0.6111111111111112,0.0055555555555555,1087,5,1,3,1,1,Champions
CUST00532,96,36,24195.35,1,3,2,132,6,47,F,East,Platinum,672.0930555555556,36,0.6388888888888888,0.025,992,5,1,1,3,0,Loyal Customers
CUST00533,33,44,37131.24,2,5,5,255,12,54,M,West,Bronze,843.8918181818182,44,0.7272727272727273,0.034090909090909,1062,5,0,4,0,1,Champions
CUST00534,9,41,37613.76,4,5,5,455,14,40,M,East,Silver,917.408780487805,41,0.6341463414634146,0.0317073170731707,1070,5,0,1,1,1,Champions
CUST00535,23,42,30349.3,2,5,4,254,11,27,F,North,Silver,722.6023809523809,42,0.5238095238095238,0.0226190476190476,1034,5,1,2,1,1,Champions
CUST00536,14,25,17814.36,3,1,1,311,5,22,M,East,Silver,712.5744,25,0.72,0.032,1045,5,0,1,1,0,Loyal Customers
CUST00537,12,23,18413.07,4,1,1,411,6,53,F,West,Bronze,800.5682608695652,23,0.5652173913043478,0.0239130434782608,1064,5,1,4,0,0,Loyal Customers
CUST00538,9,38,33099.15,4,4,5,445,13,51,F,South,Silver,871.0302631578948,38,0.5526315789473685,0.0328947368421052,1084,5,1,3,1,1,Champions
CUST00539,37,30,22212.04,2,1,2,212,5,69,F,Central,Bronze,740.4013333333334,30,0.4666666666666667,0.0383333333333333,951,5,1,0,0,0,Loyal Customers
CUST00540,1,36,23187.46,5,3,2,532,10,48,M,East,Silver,644.0961111111111,36,0.5833333333333334,0.0263888888888888,1039,5,0,1,1,0,Loyal Customers
CUST00541,16,35,30514.27,3,3,4,334,10,27,M,West,Silver,871.8362857142857,35,0.4857142857142857,0.0157142857142857,1001,5,0,4,1,1,Champions
CUST00542,10,39,28640.99,4,4,4,444,12,36,M,West,Bronze,734.384358974359,39,0.6410256410256411,0.032051282051282,1065,5,0,4,0,1,Champions
CUST00543,69,40,27280.1,1,4,3,143,8,49,F,South,Gold,682.0024999999999,40,0.6,0.04375,1005,5,1,3,2,0,Loyal Customers
CUST00544,13,36,29107.6,3,3,4,334,10,18,M,North,Bronze,808.5444444444445,36,0.6666666666666666,0.0305555555555555,1018,5,0,2,0,1,Champions
CUST00545,11,28,19124.74,4,1,1,411,6,22,F,East,Gold,683.0264285714285,28,0.7142857142857143,0.0339285714285714,1047,5,1,1,2,0,Loyal Customers
CUST00546,38,39,29627.02,2,4,4,244,10,62,M,West,Bronze,759.6671794871795,39,0.6923076923076923,0.0307692307692307,1050,5,0,4,0,1,Champions
CUST00547,18,29,21140.12,3,1,1,311,5,21,Other,South,Bronze,728.9696551724138,29,0.6896551724137931,0.0258620689655172,1021,5,2,3,0,0,Loyal Customers
CUST00548,33,35,23750.99,2,3,2,232,7,33,M,Central,Bronze,678.5997142857143,35,0.6571428571428571,0.02,1001,5,0,0,0,0,Loyal Customers
CUST00549,12,25,22055.98,4,1,2,412,7,41,M,West,Platinum,882.2392,25,0.68,0.05,1048,5,0,4,3,0,Loyal Customers
CUST00550,2,34,23103.81,5,3,2,532,10,33,M,South,Bronze,679.5238235294119,34,0.5882352941176471,0.0161764705882352,1085,5,0,3,0,0,Loyal Customers
CUST00551,7,40,32240.77,4,4,5,445,13,19,F,North,Bronze,806.01925,40,0.575,0.025,1057,5,1,2,0,1,Champions
CUST00552,32,44,33500.96,2,5,5,255,12,66,F,North,Bronze,761.3854545454545,44,0.6590909090909091,0.0204545454545454,1062,5,1,2,0,1,Champions
CUST00553,1,39,28642.86,5,4,4,544,13,45,F,West,Silver,734.4323076923077,39,0.5384615384615384,0.0307692307692307,1090,5,1,4,1,1,Champions
CUST00554,2,33,25065.85,5,2,3,523,10,49,M,West,Silver,759.571212121212,33,0.5757575757575758,0.0121212121212121,1079,5,0,4,1,0,Loyal Customers
CUST00555,12,38,26137.08,4,4,3,443,11,44,M,East,Bronze,687.8178947368422,38,0.5,0.0249999999999999,1041,5,0,1,0,1,Champions
CUST00556,7,33,24863.67,4,2,3,423,9,37,F,South,Bronze,753.4445454545454,33,0.6666666666666666,0.0075757575757575,1055,5,1,3,0,0,Loyal Customers
CUST00557,3,34,25813.09,5,3,3,533,11,41,M,West,Bronze,759.2085294117647,34,0.4411764705882353,0.0191176470588235,1092,5,0,4,0,0,Loyal Customers
CUST00558,8,45,32594.49,4,5,5,455,14,29,M,East,Bronze,724.322,45,0.6222222222222222,0.0166666666666666,1031,5,0,1,0,1,Champions
CUST00559,43,34,28091.75,1,3,4,134,8,67,Other,East,Bronze,826.2279411764706,34,0.5294117647058824,0.0279411764705882,1048,5,2,1,0,1,Champions
CUST00560,8,30,19711.83,4,1,1,411,6,52,Other,West,Silver,657.061,30,0.5,0.0233333333333333,1081,5,2,4,1,0,Loyal Customers
CUST00561,36,29,21769.6,2,1,2,212,5,50,F,North,Bronze,750.6758620689654,29,0.4827586206896552,0.0275862068965517,1057,5,1,2,0,0,Loyal Customers
CUST00562,4,43,34438.85,5,5,5,555,15,50,F,South,Bronze,800.903488372093,43,0.5348837209302325,0.0441860465116279,1070,5,1,3,0,1,Champions
CUST00563,13,35,24920.15,3,3,3,333,9,68,M,South,Bronze,712.0042857142857,35,0.6571428571428571,0.0357142857142857,1044,5,0,3,0,0,Loyal Customers
CUST00564,11,23,18101.27,4,1,1,411,6,60,M,North,Platinum,787.0117391304348,23,0.6956521739130435,0.0195652173913043,1057,5,0,2,3,0,Loyal Customers
CUST00565,34,32,24351.29,2,2,2,222,6,54,F,West,Platinum,760.9778125,32,0.71875,0.01875,988,5,1,4,3,0,Loyal Customers
CUST00566,46,39,31546.91,1,4,5,145,10,29,F,South,Gold,808.8951282051282,39,0.6666666666666666,0.0384615384615384,1049,5,1,3,2,1,Champions
CUST00567,35,34,25045.73,2,3,3,233,8,20,M,West,Bronze,736.6391176470588,34,0.5,0.0308823529411764,1035,5,0,4,0,0,Loyal Customers
CUST00568,11,35,23849.97,4,3,2,432,9,18,M,West,Bronze,681.4277142857143,35,0.5714285714285714,0.0142857142857142,1076,5,0,4,0,0,Loyal Customers
CUST00569,48,42,32272.61,1,5,5,155,11,50,M,East,Bronze,768.3954761904762,42,0.5,0.0333333333333333,1048,5,0,1,0,1,Champions
CUST00570,17,38,28548.15,3,4,4,344,11,57,F,North,Bronze,751.267105263158,38,0.5263157894736842,0.0144736842105263,1058,5,1,2,0,1,Champions
CUST00571,3,25,17413.53,5,1,1,511,7,27,F,West,Silver,696.5412,25,0.6,0.0279999999999999,1088,4,1,4,1,2,Potential Loyalists
CUST00572,8,30,22237.78,4,1,2,412,7,60,F,Central,Silver,741.2593333333333,30,0.5333333333333333,0.0283333333333333,1031,5,1,0,1,0,Loyal Customers
CUST00573,8,42,38311.57,4,5,5,455,14,61,M,North,Gold,912.180238095238,42,0.6666666666666666,0.0261904761904761,1087,5,0,2,2,1,Champions
CUST00574,29,21,11953.39,2,1,1,211,4,46,Other,South,Gold,569.2090476190476,21,0.8095238095238095,0.019047619047619,984,4,2,3,2,2,Potential Loyalists
CUST00575,8,34,26210.41,4,3,3,433,10,30,F,East,Bronze,770.8944117647059,34,0.5588235294117647,0.038235294117647,1082,5,1,1,0,1,Champions
CUST00576,4,33,27566.06,5,2,4,524,11,29,M,South,Silver,835.3351515151516,33,0.4848484848484848,0.0227272727272727,1076,5,0,3,1,1,Champions
CUST00577,19,31,21847.79,3,2,2,322,7,48,M,South,Bronze,704.7674193548387,31,0.7096774193548387,0.0370967741935483,958,5,0,3,0,0,Loyal Customers
CUST00578,14,42,35292.24,3,5,5,355,13,63,M,North,Bronze,840.2914285714285,42,0.5476190476190477,0.0214285714285714,1051,5,0,2,0,1,Champions
CUST00579,2,33,22692.47,5,2,2,522,9,19,M,South,Silver,687.6506060606062,33,0.4848484848484848,0.0242424242424242,1069,5,0,3,1,0,Loyal Customers
CUST00580,39,37,23950.78,1,4,2,142,7,68,F,West,Bronze,647.3183783783784,37,0.8108108108108109,0.031081081081081,1049,5,1,4,0,0,Loyal Customers
CUST00581,6,38,31344.63,4,4,5,445,13,67,M,South,Bronze,824.8586842105263,38,0.5526315789473685,0.0407894736842105,1077,5,0,3,0,1,Champions
CUST00582,3,32,30445.82,5,2,4,524,11,52,F,East,Bronze,951.431875,32,0.6875,0.0109375,1040,5,1,1,0,1,Champions
CUST00583,27,36,30837.23,2,3,4,234,9,40,M,East,Silver,856.5897222222222,36,0.7777777777777778,0.0333333333333333,1002,5,0,1,1,1,Champions
CUST00584,1,44,29788.64,5,5,4,554,14,34,M,Central,Silver,677.0145454545454,44,0.7045454545454546,0.0352272727272727,1090,5,0,0,1,1,Champions
CUST00585,34,38,34015.8,2,4,5,245,11,43,M,East,Bronze,895.1526315789474,38,0.6052631578947368,0.0197368421052631,1028,5,0,1,0,1,Champions
CUST00586,39,41,24297.95,1,5,2,152,8,25,M,South,Gold,592.6329268292683,41,0.5609756097560976,0.0341463414634146,1050,5,0,3,2,0,Loyal Customers
CUST00587,49,32,28070.77,1,2,4,124,7,46,F,East,Bronze,877.2115625,32,0.53125,0.0109375,1045,5,1,1,0,1,Champions
CUST00588,30,42,32097.48,2,5,5,255,12,43,F,North,Bronze,764.2257142857143,42,0.4523809523809524,0.0214285714285714,1009,5,1,2,0,1,Champions
CUST00589,22,40,33268.54,3,4,5,345,12,27,F,East,Silver,831.7135000000001,40,0.625,0.015,1045,5,1,1,1,1,Champions
CUST00590,34,44,31893.53,2,5,5,255,12,43,F,West,Silver,724.8529545454545,44,0.5909090909090909,0.0170454545454545,1055,5,1,4,1,1,Champions
CUST00591,11,34,22960.35,4,3,2,432,9,51,M,North,Platinum,675.3044117647058,34,0.5882352941176471,0.0294117647058823,1063,5,0,2,3,0,Loyal Customers
CUST00592,4,32,29138.33,5,2,4,524,11,68,M,Central,Bronze,910.5728125,32,0.53125,0.0359375,1087,5,0,0,0,1,Champions
CUST00593,2,40,24775.28,5,4,3,543,12,58,M,West,Silver,619.382,40,0.65,0.0349999999999999,1038,5,0,4,1,0,Loyal Customers
CUST00594,6,25,21060.93,4,1,1,411,6,24,F,South,Silver,842.4372,25,0.72,0.036,1080,5,1,3,1,0,Loyal Customers
CUST00595,17,38,20064.57,3,4,1,341,8,21,M,South,Gold,528.015,38,0.631578947368421,0.0342105263157894,1066,5,0,3,2,0,Loyal Customers
CUST00596,57,32,20710.88,1,2,1,121,4,67,M,South,Bronze,647.215,32,0.6875,0.0296875,1016,5,0,3,0,0,Loyal Customers
CUST00597,16,26,14951.05,3,1,1,311,5,62,F,West,Silver,575.0403846153846,26,0.5,0.0326923076923076,1076,5,1,4,1,0,Loyal Customers
CUST00598,28,44,32513.63,2,5,5,255,12,28,M,West,Silver,738.9461363636364,44,0.5454545454545454,0.0261363636363636,1060,5,0,4,1,1,Champions
CUST00599,8,40,33662.01,4,4,5,445,13,46,M,West,Bronze,841.55025,40,0.6,0.02,1087,5,0,4,0,1,Champions
CUST00600,3,39,30825.7,5,4,4,544,13,53,M,North,Bronze,790.4025641025642,39,0.5897435897435898,0.0346153846153846,1065,5,0,2,0,1,Champions
CUST00601,89,30,20695.32,1,1,1,111,3,42,F,North,Bronze,689.8439999999999,30,0.6333333333333333,0.0216666666666666,999,5,1,2,0,0,Loyal Customers
CUST00602,9,31,21747.43,4,2,2,422,8,38,F,South,Silver,701.53,31,0.7741935483870968,0.0241935483870967,1069,5,1,3,1,0,Loyal Customers
CUST00603,27,36,24391.24,2,3,2,232,7,53,F,East,Gold,677.5344444444445,36,0.5277777777777778,0.0125,1062,5,1,1,2,0,Loyal Customers
CUST00604,13,23,22168.65,3,1,2,312,6,27,M,South,Silver,963.8543478260872,23,0.4347826086956521,0.0434782608695652,1006,4,0,3,1,2,Potential Loyalists
CUST00605,13,33,20960.97,3,2,1,321,6,54,Other,Central,Silver,635.1809090909092,33,0.5454545454545454,0.0242424242424242,991,5,2,0,1,0,Loyal Customers
CUST00606,2,33,29792.79,5,2,4,524,11,26,F,North,Silver,902.8118181818182,33,0.696969696969697,0.0348484848484848,1006,5,1,2,1,1,Champions
CUST00607,34,40,28227.8,2,4,4,244,10,41,M,West,Bronze,705.6949999999999,40,0.675,0.0212499999999999,1061,5,0,4,0,1,Champions
CUST00608,7,40,31763.47,4,4,5,445,13,52,F,North,Bronze,794.08675,40,0.6,0.02625,1077,5,1,2,0,1,Champions
CUST00609,16,24,16956.84,3,1,1,311,5,66,M,West,Bronze,706.535,24,0.625,0.03125,1067,5,0,4,0,0,Loyal Customers
CUST00610,119,33,25543.42,1,2,3,123,6,52,F,Central,Bronze,774.0430303030304,33,0.4545454545454545,0.0212121212121212,956,5,1,0,0,0,Loyal Customers
CUST00611,56,33,28732.36,1,2,4,124,7,65,F,Central,Bronze,870.6775757575758,33,0.5757575757575758,0.0257575757575757,1024,5,1,0,0,1,Champions
CUST00612,38,43,32480.25,2,5,5,255,12,53,M,North,Silver,755.3546511627907,43,0.6511627906976745,0.0197674418604651,1050,5,0,2,1,1,Champions
CUST00613,2,36,28241.06,5,3,4,534,12,35,Other,West,Bronze,784.473888888889,36,0.5277777777777778,0.0222222222222222,1023,5,2,4,0,1,Champions
CUST00614,15,38,23266.59,3,4,2,342,9,66,F,Central,Bronze,612.2786842105263,38,0.5526315789473685,0.0421052631578947,1071,5,1,0,0,0,Loyal Customers
CUST00615,52,37,31747.02,1,4,5,145,10,56,F,South,Bronze,858.0275675675675,37,0.5945945945945946,0.031081081081081,1014,5,1,3,0,1,Champions
CUST00616,47,35,22707.69,1,3,2,132,6,49,M,South,Bronze,648.7911428571429,35,0.5428571428571428,0.0157142857142857,1048,5,0,3,0,0,Loyal Customers
CUST00617,10,44,39215.69,4,5,5,455,14,41,M,West,Gold,891.2656818181819,44,0.5681818181818182,0.0295454545454545,1080,5,0,4,2,1,Champions
CUST00618,4,37,30232.06,5,4,4,544,13,40,M,North,Gold,817.0827027027027,37,0.6216216216216216,0.0324324324324324,1022,5,0,2,2,1,Champions
CUST00619,5,30,19947.11,5,1,1,511,7,49,F,Central,Silver,664.9036666666667,30,0.7,0.0083333333333333,1090,5,1,0,1,0,Loyal Customers
CUST00620,45,29,23013.91,1,1,2,112,4,54,M,North,Bronze,793.5831034482759,29,0.6551724137931034,0.0327586206896551,958,5,0,2,0,0,Loyal Customers
CUST00621,16,43,33717.41,3,5,5,355,13,29,F,South,Silver,784.1258139534884,43,0.6744186046511628,0.013953488372093,957,5,1,3,1,1,Champions
CUST00622,61,24,16503.14,1,1,1,111,3,66,F,Central,Gold,687.6308333333333,24,0.5833333333333334,0.0458333333333333,1010,5,1,0,2,0,Loyal Customers
CUST00623,58,43,37433.56,1,5,5,155,11,30,M,North,Silver,870.5479069767441,43,0.627906976744186,0.0209302325581395,1035,5,0,2,1,1,Champions
CUST00624,10,41,27564.27,4,5,4,454,13,40,F,East,Bronze,672.2992682926829,41,0.6585365853658537,0.0256097560975609,1084,5,1,1,0,1,Champions
CUST00625,14,44,33920.73,3,5,5,355,13,42,M,West,Silver,770.9256818181819,44,0.6136363636363636,0.0238636363636363,1060,5,0,4,1,1,Champions
CUST00626,8,27,16851.73,4,1,1,411,6,52,Other,West,Gold,624.1381481481482,27,0.6666666666666666,0.0185185185185185,1023,5,2,4,2,0,Loyal Customers
CUST00627,13,36,25276.69,3,3,3,333,9,58,F,East,Silver,702.1302777777778,36,0.6944444444444444,0.0222222222222222,1069,5,1,1,1,0,Loyal Customers
CUST00628,13,29,24469.63,3,1,2,312,6,47,M,South,Silver,843.7803448275862,29,0.6206896551724138,0.0155172413793103,1061,5,0,3,1,0,Loyal Customers
CUST00629,45,34,21205.08,1,3,1,131,5,34,M,Central,Bronze,623.6788235294118,34,0.5882352941176471,0.0191176470588235,1007,5,0,0,0,0,Loyal Customers
CUST00630,1,32,28935.44,5,2,4,524,11,66,M,West,Silver,904.2325,32,0.5625,0.0359375,940,5,0,4,1,1,Champions
CUST00631,3,27,16793.69,5,1,1,511,7,37,F,East,Bronze,621.9885185185185,27,0.5555555555555556,0.0277777777777777,1069,5,1,1,0,0,Loyal Customers
CUST00632,83,22,21267.85,1,1,2,112,4,65,F,East,Silver,966.7204545454543,22,0.5909090909090909,0.025,960,5,1,1,1,0,Loyal Customers
CUST00633,9,30,21493.88,4,1,2,412,7,42,F,South,Bronze,716.4626666666667,30,0.5333333333333333,0.025,1062,5,1,3,0,0,Loyal Customers
CUST00634,2,48,33774.06,5,5,5,555,15,39,M,South,Bronze,703.6262499999999,48,0.625,0.0302083333333333,1065,5,0,3,0,1,Champions
CUST00635,59,18,10573.65,1,1,1,111,3,30,M,North,Bronze,587.425,18,0.6666666666666666,0.0277777777777777,1033,5,0,2,0,0,Loyal Customers
CUST00636,12,36,27360.87,4,3,4,434,11,36,M,West,Silver,760.0241666666666,36,0.5833333333333334,0.025,1038,5,0,4,1,1,Champions
CUST00637,23,24,17627.77,2,1,1,211,4,66,F,North,Bronze,734.4904166666666,24,0.625,0.0270833333333333,968,5,1,2,0,0,Loyal Customers
CUST00638,9,36,25752.89,4,3,3,433,10,53,F,East,Silver,715.3580555555556,36,0.75,0.0319444444444444,1086,5,1,1,1,1,Champions
CUST00639,4,37,28657.38,5,4,4,544,13,29,M,Central,Silver,774.5237837837838,37,0.5135135135135135,0.0189189189189189,1029,5,0,0,1,1,Champions
CUST00640,30,42,27330.58,2,5,3,253,10,58,M,Central,Bronze,650.7280952380952,42,0.6428571428571429,0.0321428571428571,1054,5,0,0,0,1,Champions
CUST00641,3,26,20804.57,5,1,1,511,7,36,F,South,Bronze,800.1757692307692,26,0.5384615384615384,0.0076923076923076,1090,5,1,3,0,0,Loyal Customers
CUST00642,48,32,22507.53,1,2,2,122,5,29,F,Central,Bronze,703.3603125,32,0.6875,0.03125,1012,5,1,0,0,0,Loyal Customers
CUST00643,89,40,26831.38,1,4,3,143,8,26,F,Central,Gold,670.7845,40,0.475,0.03,943,5,1,0,2,0,Loyal Customers
CUST00644,18,39,32144.12,3,4,5,345,12,24,F,Central,Silver,824.2082051282051,39,0.4102564102564102,0.032051282051282,1034,5,1,0,1,1,Champions
CUST00645,30,37,31873.93,2,4,5,245,11,45,M,East,Bronze,861.4575675675676,37,0.4864864864864865,0.0391891891891891,1060,5,0,1,0,1,Champions
CUST00646,94,34,27286.24,1,3,3,133,7,31,M,Central,Bronze,802.5364705882354,34,0.6470588235294118,0.0117647058823529,980,5,0,0,0,0,Loyal Customers
CUST00647,5,28,19428.42,5,1,1,511,7,48,F,Central,Silver,693.8721428571429,28,0.5714285714285714,0.0267857142857142,1085,5,1,0,1,0,Loyal Customers
CUST00648,63,28,21929.4,1,1,2,112,4,69,F,Central,Gold,783.1928571428572,28,0.6785714285714286,0.0232142857142857,1005,5,1,0,2,0,Loyal Customers
CUST00649,8,37,30756.71,4,4,4,444,12,36,M,North,Gold,831.2624324324324,37,0.5945945945945946,0.0229729729729729,1066,5,0,2,2,1,Champions
CUST00650,1,24,18469.04,5,1,1,511,7,64,F,East,Silver,769.5433333333334,24,0.5833333333333334,0.0104166666666666,1075,5,1,1,1,0,Loyal Customers
CUST00651,11,42,30287.53,4,5,4,454,13,33,F,South,Bronze,721.1316666666667,42,0.6190476190476191,0.0404761904761904,1081,5,1,3,0,1,Champions
CUST00652,29,32,24306.91,2,2,2,222,6,22,F,North,Bronze,759.5909375,32,0.625,0.028125,931,4,1,2,0,2,Potential Loyalists
CUST00653,14,38,28672.47,3,4,4,344,11,52,F,West,Bronze,754.5386842105263,38,0.5789473684210527,0.025,1081,5,1,4,0,1,Champions
CUST00654,15,40,25943.04,3,4,3,343,10,29,M,East,Bronze,648.576,40,0.6,0.035,1057,5,0,1,0,1,Champions
CUST00655,3,37,26732.5,5,4,3,543,12,42,F,East,Bronze,722.5,37,0.7027027027027027,0.0189189189189189,1042,5,1,1,0,1,Champions
CUST00656,38,39,31325.25,2,4,5,245,11,69,F,West,Bronze,803.2115384615385,39,0.5384615384615384,0.0333333333333333,1037,5,1,4,0,1,Champions
CUST00657,6,37,23326.27,4,4,2,442,10,38,F,West,Bronze,630.4397297297297,37,0.5405405405405406,0.0283783783783783,1089,5,1,4,0,0,Loyal Customers
CUST00658,2,44,23696.05,5,5,2,552,12,53,F,West,Gold,538.5465909090909,44,0.6363636363636364,0.0375,1060,5,1,4,2,0,Loyal Customers
CUST00659,20,28,20157.4,3,1,1,311,5,40,F,South,Silver,719.907142857143,28,0.5357142857142857,0.0107142857142857,1025,5,1,3,1,0,Loyal Customers
CUST00660,45,35,22703.53,1,3,2,132,6,33,M,Central,Gold,648.6722857142856,35,0.5714285714285714,0.0185714285714285,1013,5,0,0,2,0,Loyal Customers
CUST00661,39,33,26421.6,1,2,3,123,6,56,F,East,Silver,800.6545454545454,33,0.5454545454545454,0.0272727272727272,1018,5,1,1,1,0,Loyal Customers
